year,area_code,area,identity,pay_type,pay,confidence
2004,924,Wales,Part-time,Hourly,6.2,2.3
2005,924,Wales,Part-time,Hourly,6.5,1.9
2006,924,Wales,Part-time,Hourly,6.7,1.6
2007,924,Wales,Part-time,Hourly,6.9,2
2008,924,Wales,Part-time,Hourly,7.21,1.9
2009,924,Wales,Part-time,Hourly,7.5,1.7
2010,924,Wales,Part-time,Hourly,7.5,1.7
2011,924,Wales,Part-time,Hourly,7.5,1.6
2012,924,Wales,Part-time,Hourly,7.61,1.5
2013,924,Wales,Part-time,Hourly,7.88,1.6
2014,924,Wales,Part-time,Hourly,8.02,1.4
2015,924,Wales,Part-time,Hourly,8.12,1.1
2016,924,Wales,Part-time,Hourly,8.59,1.4
2017,924,Wales,Part-time,Hourly,8.82,1.2
2018,924,Wales,Part-time,Hourly,9,1
2019,924,Wales,Part-time,Hourly,9.51,1
2002,923,Scotland,Part-time,Hourly,5.8,1.3
2003,923,Scotland,Part-time,Hourly,6.1,1.1
2004,923,Scotland,Part-time,Hourly,6.3,1.3
2005,923,Scotland,Part-time,Hourly,6.7,1.4
2006,923,Scotland,Part-time,Hourly,7,1.4
2007,923,Scotland,Part-time,Hourly,7.2,1.5
2008,923,Scotland,Part-time,Hourly,7.69,1.4
2009,923,Scotland,Part-time,Hourly,8.04,1.1
2010,923,Scotland,Part-time,Hourly,8.07,1.1
2011,923,Scotland,Part-time,Hourly,8.21,1.2
2012,923,Scotland,Part-time,Hourly,8.2,1.2
2013,923,Scotland,Part-time,Hourly,8.5,1.3
2014,923,Scotland,Part-time,Hourly,8.7,1.2
2015,923,Scotland,Part-time,Hourly,8.7,1.1
2016,923,Scotland,Part-time,Hourly,9.17,1
2017,923,Scotland,Part-time,Hourly,9.34,1
2018,923,Scotland,Part-time,Hourly,9.67,1
2019,923,Scotland,Part-time,Hourly,10.18,0.8
2002,922,Northern Ireland,Part-time,Hourly,5.5,2
2003,922,Northern Ireland,Part-time,Hourly,5.9,2
2004,922,Northern Ireland,Part-time,Hourly,6.3,2.9
2005,922,Northern Ireland,Part-time,Hourly,7.1,2.9
2006,922,Northern Ireland,Part-time,Hourly,7.1,2.8
2007,922,Northern Ireland,Part-time,Hourly,7.3,2.7
2008,922,Northern Ireland,Part-time,Hourly,7.84,3.2
2009,922,Northern Ireland,Part-time,Hourly,8,1.9
2010,922,Northern Ireland,Part-time,Hourly,8,2
2011,922,Northern Ireland,Part-time,Hourly,7.7,1.7
2012,922,Northern Ireland,Part-time,Hourly,7.7,1.8
2013,922,Northern Ireland,Part-time,Hourly,8,1.9
2014,922,Northern Ireland,Part-time,Hourly,8,1.6
2015,922,Northern Ireland,Part-time,Hourly,8.06,1.5
2016,922,Northern Ireland,Part-time,Hourly,8.24,1.4
2017,922,Northern Ireland,Part-time,Hourly,8.63,1.6
2018,922,Northern Ireland,Part-time,Hourly,8.89,1.2
2019,922,Northern Ireland,Part-time,Hourly,9.56,0.8
2002,941,England and Wales,Part-time,Hourly,5.8,0.4
2003,941,England and Wales,Part-time,Hourly,6.2,0.4
2004,941,England and Wales,Part-time,Hourly,6.4,0.4
2005,941,England and Wales,Part-time,Hourly,6.8,0.4
2006,941,England and Wales,Part-time,Hourly,7,0.3
2007,941,England and Wales,Part-time,Hourly,7.3,0.4
2008,941,England and Wales,Part-time,Hourly,7.5,0.3
2009,941,England and Wales,Part-time,Hourly,7.84,0.4
2010,941,England and Wales,Part-time,Hourly,8,0.2
2011,941,England and Wales,Part-time,Hourly,8,0.2
2012,941,England and Wales,Part-time,Hourly,8.04,0.3
2013,941,England and Wales,Part-time,Hourly,8.25,0.3
2014,941,England and Wales,Part-time,Hourly,8.33,0.3
2015,941,England and Wales,Part-time,Hourly,8.47,0.3
2016,941,England and Wales,Part-time,Hourly,8.92,0.3
2017,941,England and Wales,Part-time,Hourly,9.1,0.3
2018,941,England and Wales,Part-time,Hourly,9.35,0.3
2019,941,England and Wales,Part-time,Hourly,9.94,0.2
2002,926,United Kingdom,Part-time,Hourly,5.7,0.3
2003,926,United Kingdom,Part-time,Hourly,6.1,0.3
2004,926,United Kingdom,Part-time,Hourly,6.3,0.3
2005,926,United Kingdom,Part-time,Hourly,6.7,0.3
2006,926,United Kingdom,Part-time,Hourly,7,0.2
2007,926,United Kingdom,Part-time,Hourly,7.3,0.3
2008,926,United Kingdom,Part-time,Hourly,7.5,0.2
2009,926,United Kingdom,Part-time,Hourly,7.84,0.3
2010,926,United Kingdom,Part-time,Hourly,7.98,0.2
2011,926,United Kingdom,Part-time,Hourly,7.99,0.2
2012,926,United Kingdom,Part-time,Hourly,8.02,0.2
2013,926,United Kingdom,Part-time,Hourly,8.26,0.3
2014,926,United Kingdom,Part-time,Hourly,8.34,0.3
2015,926,United Kingdom,Part-time,Hourly,8.47,0.2
2016,926,United Kingdom,Part-time,Hourly,8.9,0.3
2017,926,United Kingdom,Part-time,Hourly,9.09,0.3
2018,926,United Kingdom,Part-time,Hourly,9.35,0.3
2019,926,United Kingdom,Part-time,Hourly,9.94,0.2
2002,00AA,City of London,Part-Time,Weekly,,
2003,00AA,City of London,Part-Time,Weekly,,
2004,00AA,City of London,Part-Time,Weekly,,
2005,00AA,City of London,Part-Time,Weekly,,
2006,00AA,City of London,Part-Time,Weekly,,
2007,00AA,City of London,Part-Time,Weekly,,
2008,00AA,City of London,Part-Time,Weekly,,
2009,00AA,City of London,Part-Time,Weekly,,
2010,00AA,City of London,Part-Time,Weekly,,
2011,00AA,City of London,Part-Time,Weekly,,
2012,00AA,City of London,Part-Time,Weekly,,
2013,00AA,City of London,Part-Time,Weekly,,
2014,00AA,City of London,Part-Time,Weekly,,
2015,00AA,City of London,Part-Time,Weekly,186,
2016,00AA,City of London,Part-Time,Weekly,,
2017,00AA,City of London,Part-Time,Weekly,,
2018,00AA,City of London,Part-Time,Weekly,,
2019,00AA,City of London,Part-Time,Weekly,,
2002,00AB,Barking and Dagenham,Part-Time,Weekly,153.4,15
2003,00AB,Barking and Dagenham,Part-Time,Weekly,128.7,18
2004,00AB,Barking and Dagenham,Part-Time,Weekly,130.4,19
2005,00AB,Barking and Dagenham,Part-Time,Weekly,133.3,15
2006,00AB,Barking and Dagenham,Part-Time,Weekly,144,17
2007,00AB,Barking and Dagenham,Part-Time,Weekly,148,20
2008,00AB,Barking and Dagenham,Part-Time,Weekly,151.9,15
2009,00AB,Barking and Dagenham,Part-Time,Weekly,203.7,15
2010,00AB,Barking and Dagenham,Part-Time,Weekly,155.3,11
2011,00AB,Barking and Dagenham,Part-Time,Weekly,168.9,11
2012,00AB,Barking and Dagenham,Part-Time,Weekly,150.4,8.7
2013,00AB,Barking and Dagenham,Part-Time,Weekly,174.2,12
2014,00AB,Barking and Dagenham,Part-Time,Weekly,143.4,10
2015,00AB,Barking and Dagenham,Part-Time,Weekly,152.3,11
2016,00AB,Barking and Dagenham,Part-Time,Weekly,163.6,9.7
2017,00AB,Barking and Dagenham,Part-Time,Weekly,160.3,8.3
2018,00AB,Barking and Dagenham,Part-Time,Weekly,187.5,9.8
2019,00AB,Barking and Dagenham,Part-Time,Weekly,194.3,7.8
2002,00AC,Barnet,Part-Time,Weekly,137.2,14
2003,00AC,Barnet,Part-Time,Weekly,152,12
2004,00AC,Barnet,Part-Time,Weekly,147,13
2005,00AC,Barnet,Part-Time,Weekly,149.2,13
2006,00AC,Barnet,Part-Time,Weekly,163.7,13
2007,00AC,Barnet,Part-Time,Weekly,151.4,14
2008,00AC,Barnet,Part-Time,Weekly,170.1,14
2009,00AC,Barnet,Part-Time,Weekly,187,12
2010,00AC,Barnet,Part-Time,Weekly,190.8,11
2011,00AC,Barnet,Part-Time,Weekly,164,9.9
2012,00AC,Barnet,Part-Time,Weekly,172.6,12
2013,00AC,Barnet,Part-Time,Weekly,172.3,8.9
2014,00AC,Barnet,Part-Time,Weekly,172.5,7.4
2015,00AC,Barnet,Part-Time,Weekly,169.9,7.5
2016,00AC,Barnet,Part-Time,Weekly,176.2,7.6
2017,00AC,Barnet,Part-Time,Weekly,187.4,7.7
2018,00AC,Barnet,Part-Time,Weekly,200.5,7.3
2019,00AC,Barnet,Part-Time,Weekly,204.1,8
2002,00AD,Bexley,Part-Time,Weekly,132,11
2003,00AD,Bexley,Part-Time,Weekly,158.4,12
2004,00AD,Bexley,Part-Time,Weekly,145.3,8.7
2005,00AD,Bexley,Part-Time,Weekly,159,10
2006,00AD,Bexley,Part-Time,Weekly,147.1,10
2007,00AD,Bexley,Part-Time,Weekly,137.8,12
2008,00AD,Bexley,Part-Time,Weekly,148.1,10
2009,00AD,Bexley,Part-Time,Weekly,159.2,9.3
2010,00AD,Bexley,Part-Time,Weekly,167.1,10
2011,00AD,Bexley,Part-Time,Weekly,172.3,9.5
2012,00AD,Bexley,Part-Time,Weekly,166.5,10
2013,00AD,Bexley,Part-Time,Weekly,175.7,7.5
2014,00AD,Bexley,Part-Time,Weekly,169.5,7.1
2015,00AD,Bexley,Part-Time,Weekly,179.8,7.6
2016,00AD,Bexley,Part-Time,Weekly,207,7.2
2017,00AD,Bexley,Part-Time,Weekly,188.1,7.5
2018,00AD,Bexley,Part-Time,Weekly,197.5,10
2019,00AD,Bexley,Part-Time,Weekly,208.2,8.5
2002,00AE,Brent,Part-Time,Weekly,118.1,15
2003,00AE,Brent,Part-Time,Weekly,108,9.4
2004,00AE,Brent,Part-Time,Weekly,126.4,15
2005,00AE,Brent,Part-Time,Weekly,120,13
2006,00AE,Brent,Part-Time,Weekly,121.8,12
2007,00AE,Brent,Part-Time,Weekly,118.8,10
2008,00AE,Brent,Part-Time,Weekly,140.1,9.8
2009,00AE,Brent,Part-Time,Weekly,125.7,6.6
2010,00AE,Brent,Part-Time,Weekly,143.2,8
2011,00AE,Brent,Part-Time,Weekly,134.5,8.1
2012,00AE,Brent,Part-Time,Weekly,146.5,7.7
2013,00AE,Brent,Part-Time,Weekly,157.3,6.8
2014,00AE,Brent,Part-Time,Weekly,156.3,5.1
2015,00AE,Brent,Part-Time,Weekly,162.5,8.6
2016,00AE,Brent,Part-Time,Weekly,172.2,7.2
2017,00AE,Brent,Part-Time,Weekly,179.3,6.9
2018,00AE,Brent,Part-Time,Weekly,195.5,7.4
2019,00AE,Brent,Part-Time,Weekly,199.5,6.6
2002,00AF,Bromley,Part-Time,Weekly,124.9,12
2003,00AF,Bromley,Part-Time,Weekly,164.9,15
2004,00AF,Bromley,Part-Time,Weekly,134.7,13
2005,00AF,Bromley,Part-Time,Weekly,144.1,10
2006,00AF,Bromley,Part-Time,Weekly,157.4,11
2007,00AF,Bromley,Part-Time,Weekly,187.6,13
2008,00AF,Bromley,Part-Time,Weekly,167.2,13
2009,00AF,Bromley,Part-Time,Weekly,171.1,11
2010,00AF,Bromley,Part-Time,Weekly,166.6,7.6
2011,00AF,Bromley,Part-Time,Weekly,177.7,8.6
2012,00AF,Bromley,Part-Time,Weekly,181.7,14
2013,00AF,Bromley,Part-Time,Weekly,183.7,10
2014,00AF,Bromley,Part-Time,Weekly,187.6,9.3
2015,00AF,Bromley,Part-Time,Weekly,192.4,8.1
2016,00AF,Bromley,Part-Time,Weekly,205.3,8
2017,00AF,Bromley,Part-Time,Weekly,213.7,8.5
2018,00AF,Bromley,Part-Time,Weekly,196.1,9.5
2019,00AF,Bromley,Part-Time,Weekly,210.5,6.8
2002,00AG,Camden,Part-Time,Weekly,122.5,19
2003,00AG,Camden,Part-Time,Weekly,,
2004,00AG,Camden,Part-Time,Weekly,151.1,19
2005,00AG,Camden,Part-Time,Weekly,176.8,16
2006,00AG,Camden,Part-Time,Weekly,165.7,17
2007,00AG,Camden,Part-Time,Weekly,,
2008,00AG,Camden,Part-Time,Weekly,144.7,19
2009,00AG,Camden,Part-Time,Weekly,150.9,16
2010,00AG,Camden,Part-Time,Weekly,147.2,19
2011,00AG,Camden,Part-Time,Weekly,163.3,17
2012,00AG,Camden,Part-Time,Weekly,178,15
2013,00AG,Camden,Part-Time,Weekly,191.4,12
2014,00AG,Camden,Part-Time,Weekly,187.2,11
2015,00AG,Camden,Part-Time,Weekly,166.3,11
2016,00AG,Camden,Part-Time,Weekly,169.1,16
2017,00AG,Camden,Part-Time,Weekly,188.6,9.7
2018,00AG,Camden,Part-Time,Weekly,182.2,12
2019,00AG,Camden,Part-Time,Weekly,167,15
2002,00AH,Croydon,Part-Time,Weekly,129.2,11
2003,00AH,Croydon,Part-Time,Weekly,134.7,11
2004,00AH,Croydon,Part-Time,Weekly,153.1,11
2005,00AH,Croydon,Part-Time,Weekly,149,8.1
2006,00AH,Croydon,Part-Time,Weekly,147.7,12
2007,00AH,Croydon,Part-Time,Weekly,154.5,8.1
2008,00AH,Croydon,Part-Time,Weekly,149.6,11
2009,00AH,Croydon,Part-Time,Weekly,171.9,11
2010,00AH,Croydon,Part-Time,Weekly,171.7,9.6
2011,00AH,Croydon,Part-Time,Weekly,166.1,7.6
2012,00AH,Croydon,Part-Time,Weekly,174.5,8.6
2013,00AH,Croydon,Part-Time,Weekly,178.8,8.6
2014,00AH,Croydon,Part-Time,Weekly,165.5,4.9
2015,00AH,Croydon,Part-Time,Weekly,178.1,7.1
2016,00AH,Croydon,Part-Time,Weekly,176.3,6.9
2017,00AH,Croydon,Part-Time,Weekly,197.6,7.5
2018,00AH,Croydon,Part-Time,Weekly,196.1,6.1
2019,00AH,Croydon,Part-Time,Weekly,190.5,6.9
2002,00AJ,Ealing,Part-Time,Weekly,135.6,20
2003,00AJ,Ealing,Part-Time,Weekly,163,18
2004,00AJ,Ealing,Part-Time,Weekly,133,13
2005,00AJ,Ealing,Part-Time,Weekly,125.5,14
2006,00AJ,Ealing,Part-Time,Weekly,161.9,12
2007,00AJ,Ealing,Part-Time,Weekly,136.4,11
2008,00AJ,Ealing,Part-Time,Weekly,161.6,14
2009,00AJ,Ealing,Part-Time,Weekly,150.2,9.5
2010,00AJ,Ealing,Part-Time,Weekly,160.8,11
2011,00AJ,Ealing,Part-Time,Weekly,140.4,11
2012,00AJ,Ealing,Part-Time,Weekly,150,9.7
2013,00AJ,Ealing,Part-Time,Weekly,173.4,6.6
2014,00AJ,Ealing,Part-Time,Weekly,168.1,6.1
2015,00AJ,Ealing,Part-Time,Weekly,157.6,7.2
2016,00AJ,Ealing,Part-Time,Weekly,172.3,5.9
2017,00AJ,Ealing,Part-Time,Weekly,187.6,8.5
2018,00AJ,Ealing,Part-Time,Weekly,185.6,6.2
2019,00AJ,Ealing,Part-Time,Weekly,187.8,7.7
2002,00AK,Enfield,Part-Time,Weekly,147.1,10
2003,00AK,Enfield,Part-Time,Weekly,150.9,11
2004,00AK,Enfield,Part-Time,Weekly,164.6,10
2005,00AK,Enfield,Part-Time,Weekly,202.2,9.1
2006,00AK,Enfield,Part-Time,Weekly,175.9,10
2007,00AK,Enfield,Part-Time,Weekly,179.3,12
2008,00AK,Enfield,Part-Time,Weekly,181.4,10
2009,00AK,Enfield,Part-Time,Weekly,194.8,7.9
2010,00AK,Enfield,Part-Time,Weekly,192.4,8
2011,00AK,Enfield,Part-Time,Weekly,191.1,9.7
2012,00AK,Enfield,Part-Time,Weekly,186.2,9.3
2013,00AK,Enfield,Part-Time,Weekly,172.3,8.2
2014,00AK,Enfield,Part-Time,Weekly,151.3,6.9
2015,00AK,Enfield,Part-Time,Weekly,183.5,6.8
2016,00AK,Enfield,Part-Time,Weekly,165.1,4.1
2017,00AK,Enfield,Part-Time,Weekly,162.8,7.2
2018,00AK,Enfield,Part-Time,Weekly,187.3,6.5
2019,00AK,Enfield,Part-Time,Weekly,187.2,4.9
2002,00AL,Greenwich,Part-Time,Weekly,116.6,16
2003,00AL,Greenwich,Part-Time,Weekly,99,20
2004,00AL,Greenwich,Part-Time,Weekly,147.9,14
2005,00AL,Greenwich,Part-Time,Weekly,157.2,12
2006,00AL,Greenwich,Part-Time,Weekly,153.2,13
2007,00AL,Greenwich,Part-Time,Weekly,181.5,12
2008,00AL,Greenwich,Part-Time,Weekly,187.5,12
2009,00AL,Greenwich,Part-Time,Weekly,182.4,9.6
2010,00AL,Greenwich,Part-Time,Weekly,183.1,8
2011,00AL,Greenwich,Part-Time,Weekly,167.9,8.5
2012,00AL,Greenwich,Part-Time,Weekly,165.1,9.3
2013,00AL,Greenwich,Part-Time,Weekly,164.2,10
2014,00AL,Greenwich,Part-Time,Weekly,169.9,11
2015,00AL,Greenwich,Part-Time,Weekly,191.7,8.2
2016,00AL,Greenwich,Part-Time,Weekly,182.7,10
2017,00AL,Greenwich,Part-Time,Weekly,203.1,8.8
2018,00AL,Greenwich,Part-Time,Weekly,208.4,7.7
2019,00AL,Greenwich,Part-Time,Weekly,202.3,8.8
2002,00AM,Hackney,Part-Time,Weekly,119.8,11
2003,00AM,Hackney,Part-Time,Weekly,138.5,11
2004,00AM,Hackney,Part-Time,Weekly,152.3,13
2005,00AM,Hackney,Part-Time,Weekly,133,20
2006,00AM,Hackney,Part-Time,Weekly,150.6,13
2007,00AM,Hackney,Part-Time,Weekly,142.2,15
2008,00AM,Hackney,Part-Time,Weekly,140.2,12
2009,00AM,Hackney,Part-Time,Weekly,132,15
2010,00AM,Hackney,Part-Time,Weekly,149.8,14
2011,00AM,Hackney,Part-Time,Weekly,140,12
2012,00AM,Hackney,Part-Time,Weekly,153.5,8.2
2013,00AM,Hackney,Part-Time,Weekly,158.9,8.9
2014,00AM,Hackney,Part-Time,Weekly,155.9,13
2015,00AM,Hackney,Part-Time,Weekly,150.4,9.2
2016,00AM,Hackney,Part-Time,Weekly,149.6,11
2017,00AM,Hackney,Part-Time,Weekly,169.1,9.9
2018,00AM,Hackney,Part-Time,Weekly,143.7,11
2019,00AM,Hackney,Part-Time,Weekly,174.3,7.5
2002,00AN,Hammersmith and Fulham,Part-Time,Weekly,170,18
2003,00AN,Hammersmith and Fulham,Part-Time,Weekly,157.4,19
2004,00AN,Hammersmith and Fulham,Part-Time,Weekly,181.3,16
2005,00AN,Hammersmith and Fulham,Part-Time,Weekly,137.4,20
2006,00AN,Hammersmith and Fulham,Part-Time,Weekly,157.3,17
2007,00AN,Hammersmith and Fulham,Part-Time,Weekly,,
2008,00AN,Hammersmith and Fulham,Part-Time,Weekly,166.9,19
2009,00AN,Hammersmith and Fulham,Part-Time,Weekly,154.6,19
2010,00AN,Hammersmith and Fulham,Part-Time,Weekly,170.2,16
2011,00AN,Hammersmith and Fulham,Part-Time,Weekly,,
2012,00AN,Hammersmith and Fulham,Part-Time,Weekly,137.1,20
2013,00AN,Hammersmith and Fulham,Part-Time,Weekly,159.1,18
2014,00AN,Hammersmith and Fulham,Part-Time,Weekly,189.6,15
2015,00AN,Hammersmith and Fulham,Part-Time,Weekly,171.3,12
2016,00AN,Hammersmith and Fulham,Part-Time,Weekly,171.7,14
2017,00AN,Hammersmith and Fulham,Part-Time,Weekly,164.7,14
2018,00AN,Hammersmith and Fulham,Part-Time,Weekly,168.7,14
2019,00AN,Hammersmith and Fulham,Part-Time,Weekly,214.1,15
2002,00AP,Haringey,Part-Time,Weekly,130.1,12
2003,00AP,Haringey,Part-Time,Weekly,,
2004,00AP,Haringey,Part-Time,Weekly,156.8,12
2005,00AP,Haringey,Part-Time,Weekly,141.8,16
2006,00AP,Haringey,Part-Time,Weekly,161.1,11
2007,00AP,Haringey,Part-Time,Weekly,173.3,13
2008,00AP,Haringey,Part-Time,Weekly,149,14
2009,00AP,Haringey,Part-Time,Weekly,158.3,9.6
2010,00AP,Haringey,Part-Time,Weekly,142.7,13
2011,00AP,Haringey,Part-Time,Weekly,144.9,10
2012,00AP,Haringey,Part-Time,Weekly,177.8,7.7
2013,00AP,Haringey,Part-Time,Weekly,152.9,10
2014,00AP,Haringey,Part-Time,Weekly,156,10
2015,00AP,Haringey,Part-Time,Weekly,158.3,13
2016,00AP,Haringey,Part-Time,Weekly,193.8,8
2017,00AP,Haringey,Part-Time,Weekly,191.3,8.2
2018,00AP,Haringey,Part-Time,Weekly,188,8.4
2019,00AP,Haringey,Part-Time,Weekly,196.4,8.4
2002,00AQ,Harrow,Part-Time,Weekly,148.3,15
2003,00AQ,Harrow,Part-Time,Weekly,150.2,17
2004,00AQ,Harrow,Part-Time,Weekly,136.9,12
2005,00AQ,Harrow,Part-Time,Weekly,154.8,10
2006,00AQ,Harrow,Part-Time,Weekly,158.7,8.5
2007,00AQ,Harrow,Part-Time,Weekly,172.4,8.8
2008,00AQ,Harrow,Part-Time,Weekly,163.4,10
2009,00AQ,Harrow,Part-Time,Weekly,167.9,11
2010,00AQ,Harrow,Part-Time,Weekly,162.3,9.6
2011,00AQ,Harrow,Part-Time,Weekly,149.5,10
2012,00AQ,Harrow,Part-Time,Weekly,147.8,9
2013,00AQ,Harrow,Part-Time,Weekly,157.3,12
2014,00AQ,Harrow,Part-Time,Weekly,178.2,6.6
2015,00AQ,Harrow,Part-Time,Weekly,171.1,8.4
2016,00AQ,Harrow,Part-Time,Weekly,202.9,7.2
2017,00AQ,Harrow,Part-Time,Weekly,192.9,9
2018,00AQ,Harrow,Part-Time,Weekly,203.9,6.1
2019,00AQ,Harrow,Part-Time,Weekly,226.9,7.4
2002,00AR,Havering,Part-Time,Weekly,137.2,11
2003,00AR,Havering,Part-Time,Weekly,138.3,13
2004,00AR,Havering,Part-Time,Weekly,155.5,14
2005,00AR,Havering,Part-Time,Weekly,154.2,12
2006,00AR,Havering,Part-Time,Weekly,159.1,9.8
2007,00AR,Havering,Part-Time,Weekly,152.7,8.8
2008,00AR,Havering,Part-Time,Weekly,172.6,13
2009,00AR,Havering,Part-Time,Weekly,178.8,11
2010,00AR,Havering,Part-Time,Weekly,170.1,10
2011,00AR,Havering,Part-Time,Weekly,174.6,10
2012,00AR,Havering,Part-Time,Weekly,167.2,11
2013,00AR,Havering,Part-Time,Weekly,170,7.3
2014,00AR,Havering,Part-Time,Weekly,174.4,8.6
2015,00AR,Havering,Part-Time,Weekly,188.7,7.5
2016,00AR,Havering,Part-Time,Weekly,202.8,11
2017,00AR,Havering,Part-Time,Weekly,214,11
2018,00AR,Havering,Part-Time,Weekly,204.5,9.3
2019,00AR,Havering,Part-Time,Weekly,191.9,9.5
2002,00AS,Hillingdon,Part-Time,Weekly,147.8,11
2003,00AS,Hillingdon,Part-Time,Weekly,141.8,13
2004,00AS,Hillingdon,Part-Time,Weekly,159.6,13
2005,00AS,Hillingdon,Part-Time,Weekly,136.8,12
2006,00AS,Hillingdon,Part-Time,Weekly,146.4,9.7
2007,00AS,Hillingdon,Part-Time,Weekly,173.9,10
2008,00AS,Hillingdon,Part-Time,Weekly,153.4,15
2009,00AS,Hillingdon,Part-Time,Weekly,163.6,12
2010,00AS,Hillingdon,Part-Time,Weekly,178,10
2011,00AS,Hillingdon,Part-Time,Weekly,169,14
2012,00AS,Hillingdon,Part-Time,Weekly,155.5,10
2013,00AS,Hillingdon,Part-Time,Weekly,175.4,10
2014,00AS,Hillingdon,Part-Time,Weekly,178.3,8
2015,00AS,Hillingdon,Part-Time,Weekly,172.8,11
2016,00AS,Hillingdon,Part-Time,Weekly,194,9.6
2017,00AS,Hillingdon,Part-Time,Weekly,200.2,8.1
2018,00AS,Hillingdon,Part-Time,Weekly,220.3,5.9
2019,00AS,Hillingdon,Part-Time,Weekly,211.1,7.8
2002,00AT,Hounslow,Part-Time,Weekly,101.4,16
2003,00AT,Hounslow,Part-Time,Weekly,135.2,11
2004,00AT,Hounslow,Part-Time,Weekly,122.1,13
2005,00AT,Hounslow,Part-Time,Weekly,142.6,15
2006,00AT,Hounslow,Part-Time,Weekly,143,10
2007,00AT,Hounslow,Part-Time,Weekly,156.6,9.1
2008,00AT,Hounslow,Part-Time,Weekly,146.3,9
2009,00AT,Hounslow,Part-Time,Weekly,155.5,9.7
2010,00AT,Hounslow,Part-Time,Weekly,163.1,12
2011,00AT,Hounslow,Part-Time,Weekly,161.5,8.2
2012,00AT,Hounslow,Part-Time,Weekly,149.5,8.1
2013,00AT,Hounslow,Part-Time,Weekly,169.3,9.3
2014,00AT,Hounslow,Part-Time,Weekly,159.5,6.9
2015,00AT,Hounslow,Part-Time,Weekly,158,7.8
2016,00AT,Hounslow,Part-Time,Weekly,179.1,8.1
2017,00AT,Hounslow,Part-Time,Weekly,186.4,9.5
2018,00AT,Hounslow,Part-Time,Weekly,191.6,8
2019,00AT,Hounslow,Part-Time,Weekly,185.7,8.8
2002,00AU,Islington,Part-Time,Weekly,,
2003,00AU,Islington,Part-Time,Weekly,173.4,14
2004,00AU,Islington,Part-Time,Weekly,161,17
2005,00AU,Islington,Part-Time,Weekly,,
2006,00AU,Islington,Part-Time,Weekly,148.4,19
2007,00AU,Islington,Part-Time,Weekly,140.2,20
2008,00AU,Islington,Part-Time,Weekly,199.4,20
2009,00AU,Islington,Part-Time,Weekly,167,14
2010,00AU,Islington,Part-Time,Weekly,168.1,16
2011,00AU,Islington,Part-Time,Weekly,184.8,14
2012,00AU,Islington,Part-Time,Weekly,211.6,12
2013,00AU,Islington,Part-Time,Weekly,207.1,12
2014,00AU,Islington,Part-Time,Weekly,194.3,13
2015,00AU,Islington,Part-Time,Weekly,178.1,12
2016,00AU,Islington,Part-Time,Weekly,202.9,10
2017,00AU,Islington,Part-Time,Weekly,191.4,12
2018,00AU,Islington,Part-Time,Weekly,214.6,11
2019,00AU,Islington,Part-Time,Weekly,252.2,11
2002,00AW,Kensington and Chelsea,Part-Time,Weekly,,
2003,00AW,Kensington and Chelsea,Part-Time,Weekly,171,20
2004,00AW,Kensington and Chelsea,Part-Time,Weekly,176.7,19
2005,00AW,Kensington and Chelsea,Part-Time,Weekly,,
2006,00AW,Kensington and Chelsea,Part-Time,Weekly,144.5,17
2007,00AW,Kensington and Chelsea,Part-Time,Weekly,189.4,18
2008,00AW,Kensington and Chelsea,Part-Time,Weekly,195.5,17
2009,00AW,Kensington and Chelsea,Part-Time,Weekly,,
2010,00AW,Kensington and Chelsea,Part-Time,Weekly,200.6,20
2011,00AW,Kensington and Chelsea,Part-Time,Weekly,,
2012,00AW,Kensington and Chelsea,Part-Time,Weekly,,
2013,00AW,Kensington and Chelsea,Part-Time,Weekly,214.5,15
2014,00AW,Kensington and Chelsea,Part-Time,Weekly,150.6,20
2015,00AW,Kensington and Chelsea,Part-Time,Weekly,171.9,15
2016,00AW,Kensington and Chelsea,Part-Time,Weekly,161.2,16
2017,00AW,Kensington and Chelsea,Part-Time,Weekly,,
2018,00AW,Kensington and Chelsea,Part-Time,Weekly,203.8,19
2019,00AW,Kensington and Chelsea,Part-Time,Weekly,,
2002,00AX,Kingston upon Thames,Part-Time,Weekly,134.6,20
2003,00AX,Kingston upon Thames,Part-Time,Weekly,139.3,14
2004,00AX,Kingston upon Thames,Part-Time,Weekly,155.1,18
2005,00AX,Kingston upon Thames,Part-Time,Weekly,,
2006,00AX,Kingston upon Thames,Part-Time,Weekly,175.9,14
2007,00AX,Kingston upon Thames,Part-Time,Weekly,180,16
2008,00AX,Kingston upon Thames,Part-Time,Weekly,201.1,15
2009,00AX,Kingston upon Thames,Part-Time,Weekly,,
2010,00AX,Kingston upon Thames,Part-Time,Weekly,175.7,16
2011,00AX,Kingston upon Thames,Part-Time,Weekly,181.3,17
2012,00AX,Kingston upon Thames,Part-Time,Weekly,146.7,19
2013,00AX,Kingston upon Thames,Part-Time,Weekly,156.6,15
2014,00AX,Kingston upon Thames,Part-Time,Weekly,166.7,11
2015,00AX,Kingston upon Thames,Part-Time,Weekly,180.5,12
2016,00AX,Kingston upon Thames,Part-Time,Weekly,179.7,9.1
2017,00AX,Kingston upon Thames,Part-Time,Weekly,154.7,16
2018,00AX,Kingston upon Thames,Part-Time,Weekly,198.3,12
2019,00AX,Kingston upon Thames,Part-Time,Weekly,183.3,19
2002,00AY,Lambeth,Part-Time,Weekly,104.6,16
