date,time,gender,session,medal_ceremony,code,AA,A,B,C,D,E,limit,venue,event
04-Aug,09:30–12:50,W,Single Sculls: classifications; final; victory ceremony,Y,RO008,150,95,70,50,30,–,4,Eton Dorney; Buckinghamshire,Rowing
04-Aug,09:30–12:50,W,Lightweight Double Sculls: classifications; final; victory ceremony,Y,RO008,150,95,70,50,30,–,4,Eton Dorney; Buckinghamshire,Rowing
29-Jul,12:00–18:00,M,Finn; Star,,SA001,–,35,20,–,–,–,20,Weymouth and Portland; Dorset,Sailing
29-Jul,12:00–18:00,W,Elliott 6m,,SA001,–,35,20,–,–,–,20,Weymouth and Portland; Dorset,Sailing
30-Jul,12:00–18:00,M,49er; Finn; Laser; RS:X; Star,,SA002,–,35,–,–,–,–,20,Weymouth and Portland; Dorset,Sailing
30-Jul,12:00–18:00,W,Elliott 6m; Laser Radial; RS:X,,SA002,–,35,–,–,–,–,20,Weymouth and Portland; Dorset,Sailing
31-Jul,12:00–18:00,M,49er; Finn; Laser; RS:X; Star,,SA003,–,35,–,–,–,–,20,Weymouth and Portland; Dorset,Sailing
31-Jul,12:00–18:00,W,Elliott 6m; Laser Radial; RS:X,,SA003,–,35,–,–,–,–,20,Weymouth and Portland; Dorset,Sailing
01-Aug,12:00–18:00,M,49er; Laser; RS:X,,SA004,–,35,–,–,–,–,20,Weymouth and Portland; Dorset,Sailing
01-Aug,12:00–18:00,W,Elliott 6m; Laser Radial; RS:X,,SA004,–,35,–,–,–,–,20,Weymouth and Portland; Dorset,Sailing
02-Aug,12:00–18:00,M,49er; 470; Finn; Star,,SA005,–,35,–,–,–,–,20,Weymouth and Portland; Dorset,Sailing
02-Aug,12:00–18:00,W,470; Elliott 6m,,SA005,–,35,–,–,–,–,20,Weymouth and Portland; Dorset,Sailing
03-Aug,12:00–18:00,M,49er; 470; Finn; Laser; Star,,SA006,–,35,–,–,–,–,20,Weymouth and Portland; Dorset,Sailing
03-Aug,12:00–18:00,W,470; Laser Radial,,SA006,–,35,–,–,–,–,20,Weymouth and Portland; Dorset,Sailing
04-Aug,12:00–18:00,M,470; Laser; RS:X,,SA007,–,35,–,–,–,–,20,Weymouth and Portland; Dorset,Sailing
04-Aug,12:00–18:00,W,470; Elliott 6m; Laser Radial; RS:X,,SA007,–,35,–,–,–,–,20,Weymouth and Portland; Dorset,Sailing
05-Aug,12:00–18:00,M,49er; Finn (medal race & victory ceremony); RS:X; Star (medal race & victory ceremony),Y,SA008,–,55,–,–,–,–,6,Weymouth and Portland; Dorset,Sailing
05-Aug,12:00–18:00,W,RS:X,,SA008,–,55,–,–,–,–,6,Weymouth and Portland; Dorset,Sailing
06-Aug,12:00–18:00,M,49er; 470; Laser (medal race & victory ceremony),Y,SA009,–,55,–,–,–,–,6,Weymouth and Portland; Dorset,Sailing
06-Aug,12:00–18:00,W,470; Laser Radial (medal race & victory ceremony),Y,SA009,–,55,–,–,–,–,6,Weymouth and Portland; Dorset,Sailing
07-Aug,12:00–18:00,M,470; RS:X (medal race & victory ceremony),Y,SA010,–,55,–,–,–,–,6,Weymouth and Portland; Dorset,Sailing
07-Aug,12:00–18:00,W,470; Elliott 6m; RS:X (medal race & victory ceremony),Y,SA010,–,55,–,–,–,–,6,Weymouth and Portland; Dorset,Sailing
08-Aug,12:00–18:00,M,49er (medal race & victory ceremony),Y,SA011,–,55,–,–,–,–,6,Weymouth and Portland; Dorset,Sailing
08-Aug,12:00–18:00,W,Elliott 6m,,SA011,–,55,–,–,–,–,6,Weymouth and Portland; Dorset,Sailing
09-Aug,12:00–18:00,M,470 (medal race & victory ceremony),Y,SA012,–,55,–,–,–,–,6,Weymouth and Portland; Dorset,Sailing
09-Aug,12:00–18:00,W,Elliott 6m,,SA012,–,55,–,–,–,–,6,Weymouth and Portland; Dorset,Sailing
10-Aug,12:00–18:00,W,470 (medal race & victory ceremony); Elliott 6m,Y,SA013,–,55,–,–,–,–,6,Weymouth and Portland; Dorset,Sailing
11-Aug,12:00–18:00,W,Elliott 6m (medal race; victory ceremony),Y,SA014,–,55,–,–,–,–,6,Weymouth and Portland; Dorset,Sailing
11-Aug,09:00–19:10,M,Modern Pentathlon: fencing (Handball Arena); swimming (Aquatics Centre); riding; combined event; victory ceremony (Greenwich Park),Y,MP001,–,75,–,–,–,–,6,Olympic Park – Handball Arena: Fencing; Olympic Park – Aquatics Centre: Swimming; Greenwich Park: Riding; combined event,Modern Pentathlon
11-Aug,15:10–19:10,M,Modern Pentathlon: riding; combined event; victory ceremony (Greenwich Park),Y,MP002,–,35,20,–,–,–,10,Olympic Park – Handball Arena: Fencing; Olympic Park – Aquatics Centre: Swimming; Greenwich Park: Riding; combined event,Modern Pentathlon
12-Aug,08:00–18:00,W,Modern Pentathlon: fencing (Handball Arena); swimming (Aquatics Centre); riding; combined event; victory ceremony (Greenwich Park),Y,MP003,–,75,–,–,–,–,6,Olympic Park – Handball Arena: Fencing; Olympic Park – Aquatics Centre: Swimming; Greenwich Park: Riding; combined event,Modern Pentathlon
12-Aug,14:00–18:00,W,Modern Pentathlon: riding; combined event; victory ceremony (Greenwich Park),Y,MP004,–,35,20,–,–,–,10,Olympic Park – Handball Arena: Fencing; Olympic Park – Aquatics Centre: Swimming; Greenwich Park: Riding; combined event,Modern Pentathlon
28-Jul,10:00–13:00,M,100m Breaststroke: heats,,SW001,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
28-Jul,10:00–13:00,M,400m Freestyle: heats,,SW001,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
28-Jul,10:00–13:00,M,400m Individual Medley: heats,,SW001,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
28-Jul,10:00–13:00,W,100m Butterfly: heats,,SW001,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
28-Jul,10:00–13:00,W,400m Individual Medley: heats,,SW001,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
28-Jul,10:00–13:00,W,4 x 100m Freestyle Relay: heats,,SW001,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
28-Jul,19:30–21:35,M,100m Breaststroke: semi-finals,,SW002,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
28-Jul,19:30–21:35,M,400m Freestyle: final; victory ceremony,Y,SW002,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
28-Jul,19:30–21:35,M,400m Individual Medley: final; victory ceremony,Y,SW002,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
28-Jul,19:30–21:35,W,100m Butterfly: semi-finals,,SW002,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
28-Jul,19:30–21:35,W,400m Individual Medley: final; victory ceremony,Y,SW002,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
28-Jul,19:30–21:35,W,4 x 100m Freestyle Relay: final; victory ceremony,Y,SW002,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
29-Jul,10:00–12:50,M,100m Backstroke: heats,,SW003,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
29-Jul,10:00–12:50,M,200m Freestyle: heats,,SW003,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
29-Jul,10:00–12:50,M,4 x 100m Freestyle Relay: heats,,SW003,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
29-Jul,10:00–12:50,W,100m Backstroke: heats,,SW003,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
29-Jul,10:00–12:50,W,100m Breaststroke: heats,,SW003,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
29-Jul,10:00–12:50,W,400m Freestyle: heats,,SW003,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
29-Jul,19:30–21:35,M,100m Backstroke: semi-finals,,SW004,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
29-Jul,19:30–21:35,M,200m Freestyle: semi-finals,,SW004,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
29-Jul,19:30–21:35,M,100m Breaststroke: final; victory ceremony,Y,SW004,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
29-Jul,19:30–21:35,M,4 x 100m Freestyle Relay: final; victory ceremony,Y,SW004,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
29-Jul,19:30–21:35,W,100m Backstroke: semi-finals,,SW004,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
29-Jul,19:30–21:35,W,100m Breaststroke: semi-finals,,SW004,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
29-Jul,19:30–21:35,W,100m Butterfly: final; victory ceremony,Y,SW004,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
29-Jul,19:30–21:35,W,400m Freestyle: final; victory ceremony,Y,SW004,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
30-Jul,10:00–11:40,M,200m Butterfly: heats,,SW005,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
30-Jul,10:00–11:40,W,200m Freestyle: heats,,SW005,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
30-Jul,10:00–11:40,W,200m Individual Medley: heats,,SW005,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
30-Jul,19:30–21:15,M,200m Butterfly: semi-finals,,SW006,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
30-Jul,19:30–21:15,M,100m Backstroke: final; victory ceremony,Y,SW006,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
30-Jul,19:30–21:15,M,200m Freestyle: final; victory ceremony,Y,SW006,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
30-Jul,19:30–21:15,W,200m Freestyle: semi-finals,,SW006,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
30-Jul,19:30–21:15,W,200m Individual Medley: semi-finals,,SW006,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
30-Jul,19:30–21:15,W,100m Backstroke: final; victory ceremony,Y,SW006,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
30-Jul,19:30–21:15,W,100m Breaststroke: final; victory ceremony,Y,SW006,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
31-Jul,10:00–12:15,M,100m Freestyle: heats,,SW007,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
31-Jul,10:00–12:15,M,200m Breaststroke: heats,,SW007,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
31-Jul,10:00–12:15,M,4 x 200m Freestyle Relay: heats,,SW007,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
31-Jul,10:00–12:15,W,200m Butterfly: heats,,SW007,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
31-Jul,19:30–21:20,M,100m Freestyle: semi-finals,,SW008,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
31-Jul,19:30–21:20,M,200m Breaststroke: semi-finals,,SW008,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
31-Jul,19:30–21:20,M,200m Butterfly: final; victory ceremony,Y,SW008,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
31-Jul,19:30–21:20,M,4 x 200m Freestyle Relay: final; victory ceremony,Y,SW008,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
31-Jul,19:30–21:20,W,200m Butterfly: semi-finals,,SW008,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
31-Jul,19:30–21:20,W,200m Freestyle: final; victory ceremony,Y,SW008,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
31-Jul,19:30–21:20,W,200m Individual Medley: final; victory ceremony,Y,SW008,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
01-Aug,10:00–13:05,M,200m Backstroke: heats,,SW009,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
01-Aug,10:00–13:05,M,200m Individual Medley: heats,,SW009,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
01-Aug,10:00–13:05,W,100m Freestyle: heats,,SW009,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
01-Aug,10:00–13:05,W,200m Breaststroke: heats,,SW009,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
01-Aug,10:00–13:05,W,4 x 200m Freestyle Relay: heats,,SW009,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
01-Aug,19:30–21:35,M,200m Backstroke: semi-finals,,SW010,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
01-Aug,19:30–21:35,M,200m Individual Medley: semi-finals,,SW010,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
01-Aug,19:30–21:35,M,100m Freestyle: final; victory ceremony,Y,SW010,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
01-Aug,19:30–21:35,M,200m Breaststroke: final; victory ceremony,Y,SW010,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
01-Aug,19:30–21:35,W,100m Freestyle: semi-finals,,SW010,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
01-Aug,19:30–21:35,W,200m Breaststroke: semi-finals,,SW010,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
01-Aug,19:30–21:35,W,200m Butterfly: final; victory ceremony,Y,SW010,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
01-Aug,19:30–21:35,W,4 x 200m Freestyle Relay: final; victory ceremony,Y,SW010,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
02-Aug,10:00–12:10,M,50m Freestyle: heats,,SW011,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
02-Aug,10:00–12:10,M,100m Butterfly: heats,,SW011,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
02-Aug,10:00–12:10,W,200m Backstroke: heats,,SW011,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
02-Aug,10:00–12:10,W,800m Freestyle: heats,,SW011,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
02-Aug,19:30–21:05,M,50m Freestyle: semi-finals,,SW012,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
02-Aug,19:30–21:05,M,100m Butterfly: semi-finals,,SW012,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
02-Aug,19:30–21:05,M,200m Backstroke: final; victory ceremony,Y,SW012,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
02-Aug,19:30–21:05,M,200m Individual Medley: final; victory ceremony,Y,SW012,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
02-Aug,19:30–21:05,W,200m Backstroke: semi-finals,,SW012,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
02-Aug,19:30–21:05,W,100m Freestyle: final; victory ceremony,Y,SW012,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
02-Aug,19:30–21:05,W,200m Breaststroke: final; victory ceremony,Y,SW012,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
03-Aug,10:00–12:50,M,1500m Freestyle: heats,,SW013,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
03-Aug,10:00–12:50,M,4 x 100m Medley Relay: heats,,SW013,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
03-Aug,10:00–12:50,W,50m Freestyle: heats,,SW013,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
03-Aug,10:00–12:50,W,4 x 100m Medley Relay: heats,,SW013,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Swimming
03-Aug,19:30–20:50,M,50m Freestyle: final; victory ceremony,Y,SW014,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
03-Aug,19:30–20:50,M,100m Butterfly: final; victory ceremony,Y,SW014,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
03-Aug,19:30–20:50,W,50m Freestyle: semi-finals,,SW014,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
03-Aug,19:30–20:50,W,200m Backstroke: final; victory ceremony,Y,SW014,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
03-Aug,19:30–20:50,W,800m Freestyle: final; victory ceremony,Y,SW014,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
04-Aug,19:30–21:00,M,1500m Freestyle: final; victory ceremony,Y,SW015,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
04-Aug,19:30–21:00,M,4 x 100m Medley Relay: final; victory ceremony,Y,SW015,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
04-Aug,19:30–21:00,W,50m Freestyle: final; victory ceremony,Y,SW015,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
04-Aug,19:30–21:00,W,4 x 100m Medley Relay: final; victory ceremony,Y,SW015,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Swimming
09-Aug,12:00–15:00,W,Marathon Swimming 10km; victory ceremony,Y,SM001,–,60,40,20,–,–,10,Hyde Park,Swimming - Marathon
10-Aug,12:00–15:00,M,Marathon Swimming 10km; victory ceremony,Y,SM002,–,60,40,20,–,–,10,Hyde Park,Swimming - Marathon
05-Aug,15:00–16:40,W,Duets: technical routine,,SY001,–,95,75,50,30,20,20,Olympic Park – Aquatics Centre,Synchronised Swimming
06-Aug,15:00–17:10,W,Duets: free routine,,SY002,–,95,75,50,30,20,20,Olympic Park – Aquatics Centre,Synchronised Swimming
07-Aug,15:00–16:30,W,Duets: final; victory ceremony,Y,SY003,–,175,120,80,50,30,6,Olympic Park – Aquatics Centre,Synchronised Swimming
09-Aug,15:00–15:45,W,Teams: technical routine,,SY004,–,95,75,50,30,20,20,Olympic Park – Aquatics Centre,Synchronised Swimming
10-Aug,15:00–16:30,W,Teams: free routine; victory ceremony,Y,SY005,–,175,120,80,50,30,6,Olympic Park – Aquatics Centre,Synchronised Swimming
08-Aug,09:00–13:00,M,-58kg: preliminary round of 16,,TK001,–,60,45,30,20,–,20,ExCeL,Taekwondo
08-Aug,09:00–13:00,W,-49kg: preliminary round of 16,,TK001,–,60,45,30,20,–,20,ExCeL,Taekwondo
08-Aug,15:00–18:00,M,-58kg: quarter-finals; semi-finals,,TK002,–,85,55,35,20,–,6,ExCeL,Taekwondo
08-Aug,15:00–18:00,W,-49kg: quarter-finals; semi-finals,,TK002,–,85,55,35,20,–,6,ExCeL,Taekwondo
08-Aug,20:00–23:15,M,-58kg: repechages; bronze medal contests; gold medal contest; victory ceremony,Y,TK003,–,95,65,45,30,–,6,ExCeL,Taekwondo
08-Aug,20:00–23:15,W,-49kg: repechages; bronze medal contests; gold medal contest; victory ceremony,Y,TK003,–,95,65,45,30,–,6,ExCeL,Taekwondo
09-Aug,09:00–13:00,M,-68kg: preliminary round of 16,,TK004,–,60,45,30,20,–,20,ExCeL,Taekwondo
09-Aug,09:00–13:00,W,-57kg: preliminary round of 16,,TK004,–,60,45,30,20,–,20,ExCeL,Taekwondo
09-Aug,15:00–18:00,M,-68kg: quarter-finals; semi-finals,,TK005,–,85,55,35,20,–,6,ExCeL,Taekwondo
09-Aug,15:00–18:00,W,-57kg: quarter-finals; semi-finals,,TK005,–,85,55,35,20,–,6,ExCeL,Taekwondo
09-Aug,20:00–23:15,M,-68kg: repechages; bronze medal contests; gold medal contest; victory ceremony,Y,TK006,–,95,65,45,30,–,6,ExCeL,Taekwondo
09-Aug,20:00–23:15,W,-57kg: repechages; bronze medal contests; gold medal contest; victory ceremony,Y,TK006,–,95,65,45,30,–,6,ExCeL,Taekwondo
10-Aug,09:00–13:00,M,-80kg: preliminary round of 16,,TK007,–,60,45,30,20,–,20,ExCeL,Taekwondo
10-Aug,09:00–13:00,W,-67kg: preliminary round of 16,,TK007,–,60,45,30,20,–,20,ExCeL,Taekwondo
10-Aug,15:00–18:00,M,-80kg: quarter-finals; semi-finals,,TK008,–,85,55,35,20,–,6,ExCeL,Taekwondo
10-Aug,15:00–18:00,W,-67kg: quarter-finals; semi-finals,,TK008,–,85,55,35,20,–,6,ExCeL,Taekwondo
10-Aug,20:00–23:15,M,-80kg: repechages; bronze medal contests; gold medal contest; victory ceremony,Y,TK009,–,95,65,45,30,–,6,ExCeL,Taekwondo
10-Aug,20:00–23:15,W,-67kg: repechages; bronze medal contests; gold medal contest; victory ceremony,Y,TK009,–,95,65,45,30,–,6,ExCeL,Taekwondo
11-Aug,09:00–13:00,M,+80kg: preliminary round of 16,,TK010,–,60,45,30,20,–,20,ExCeL,Taekwondo
11-Aug,09:00–13:00,W,+67kg: preliminary round of 16,,TK010,–,60,45,30,20,–,20,ExCeL,Taekwondo
11-Aug,15:00–18:00,M,+80kg: quarter-finals; semi-finals,,TK011,–,85,55,35,20,–,6,ExCeL,Taekwondo
11-Aug,15:00–18:00,W,+67kg: quarter-finals; semi-finals,,TK011,–,85,55,35,20,–,6,ExCeL,Taekwondo
11-Aug,20:00–23:15,M,+80kg: repechages; bronze medal contests; gold medal contest; victory ceremony,Y,TK012,–,95,65,45,30,–,6,ExCeL,Taekwondo
11-Aug,20:00–23:15,W,+67kg: repechages; bronze medal contests; gold medal contest; victory ceremony,Y,TK012,–,95,65,45,30,–,6,ExCeL,Taekwondo
28-Jul,09:00–12:45,M,Singles: preliminaries,,TT001,–,85,55,35,20,–,20,ExCeL,Table Tennis
28-Jul,09:00–12:45,W,Singles: preliminaries; round 1,,TT001,–,85,55,35,20,–,20,ExCeL,Table Tennis
28-Jul,14:30–17:30,M,Singles: round 1,,TT002,–,85,55,35,20,–,6,ExCeL,Table Tennis
28-Jul,14:30–17:30,W,Singles: round 1,,TT002,–,85,55,35,20,–,6,ExCeL,Table Tennis
28-Jul,19:00–22:00,M,Singles: round 1,,TT003,–,85,55,35,20,–,6,ExCeL,Table Tennis
28-Jul,19:00–22:00,W,Singles: round 2,,TT003,–,85,55,35,20,–,6,ExCeL,Table Tennis
29-Jul,09:00–12:00,M,Singles: round 2,,TT004,–,85,55,35,20,–,20,ExCeL,Table Tennis
29-Jul,09:00–12:00,W,Singles: round 2,,TT004,–,85,55,35,20,–,20,ExCeL,Table Tennis
29-Jul,13:30–16:30,M,Singles: round 2,,TT005,–,85,55,35,20,–,6,ExCeL,Table Tennis
29-Jul,18:00–22:00,W,Singles: round 3,,TT006,–,85,55,35,20,–,6,ExCeL,Table Tennis
30-Jul,10:00–14:00,M,Singles: round 3,,TT007,–,85,55,35,20,–,20,ExCeL,Table Tennis
30-Jul,15:30–17:30,W,Singles: round 4,,TT008,–,85,55,35,20,–,6,ExCeL,Table Tennis
30-Jul,19:00–21:00,M,Singles: round 4,,TT009,–,85,55,35,20,–,6,ExCeL,Table Tennis
31-Jul,10:00–14:00,W,Singles: quarter-finals,,TT010,–,85,55,35,20,–,20,ExCeL,Table Tennis
31-Jul,16:00–18:00,W,Singles: semi-finals,,TT011,–,85,55,35,20,–,6,ExCeL,Table Tennis
31-Jul,20:00–22:00,M,Singles: quarter-finals,,TT012,–,85,55,35,20,–,6,ExCeL,Table Tennis
01-Aug,10:00–12:00,M,Singles: quarter-finals,,TT013,–,85,55,35,20,–,6,ExCeL,Table Tennis
01-Aug,14:30–16:30,W,Singles: bronze medal match; gold medal match; victory ceremony,Y,TT014,–,125,95,65,45,–,6,ExCeL,Table Tennis
02-Aug,10:00–12:00,M,Singles: semi-finals,,TT015,–,85,55,35,20,–,6,ExCeL,Table Tennis
02-Aug,14:30–16:30,M,Singles: bronze medal match; gold medal match; victory ceremony,Y,TT016,–,125,95,65,45,–,6,ExCeL,Table Tennis
03-Aug,10:00–13:00,W,Team: round 1,,TT017,–,85,55,35,20,–,20,ExCeL,Table Tennis
03-Aug,14:30–17:30,W,Team: round 1,,TT018,–,85,55,35,20,–,6,ExCeL,Table Tennis
03-Aug,19:00–22:00,M,Team: round 1,,TT019,–,85,55,35,20,–,6,ExCeL,Table Tennis
04-Aug,10:00–13:00,M,Team: round 1,,TT020,–,85,55,35,20,–,20,ExCeL,Table Tennis
04-Aug,14:30–17:30,W,Team: quarter-finals,,TT021,–,85,55,35,20,–,6,ExCeL,Table Tennis
04-Aug,19:00–22:00,W,Team: quarter-finals,,TT022,–,85,55,35,20,–,6,ExCeL,Table Tennis
05-Aug,10:00–13:00,M,Team: quarter-finals,,TT023,–,85,55,35,20,–,20,ExCeL,Table Tennis
05-Aug,14:30–17:30,M,Team: quarter-finals,,TT024,–,85,55,35,20,–,6,ExCeL,Table Tennis
05-Aug,19:00–22:00,W,Team: semi-final,,TT025,–,85,55,35,20,–,6,ExCeL,Table Tennis
06-Aug,10:00–13:00,W,Team: semi-final,,TT026,–,85,55,35,20,–,20,ExCeL,Table Tennis
06-Aug,14:30–17:30,M,Team: semi-final,,TT027,–,85,55,35,20,–,6,ExCeL,Table Tennis
06-Aug,19:00–22:00,M,Team: semi-final,,TT028,–,85,55,35,20,–,6,ExCeL,Table Tennis
07-Aug,11:00–14:00,W,Team: bronze medal match,Y,TT029,–,110,75,45,30,–,6,ExCeL,Table Tennis
07-Aug,15:30–18:30,W,Team: gold medal match; victory ceremony,Y,TT030,–,125,95,65,45,–,6,ExCeL,Table Tennis
08-Aug,11:00–14:00,M,Team: bronze medal match,Y,TT031,–,110,75,45,30,–,6,ExCeL,Table Tennis
08-Aug,15:30–18:30,M,Team: gold medal match; victory ceremony,Y,TT032,–,125,95,65,45,–,6,ExCeL,Table Tennis
04-Aug,09:00–11:40,W,Triathlon; victory ceremony,Y,TR001,–,60,40,20,–,–,10,Hyde Park,Triathlon
07-Aug,11:30–14:00,M,Triathlon; victory ceremony,Y,TR002,–,60,40,20,–,–,10,Hyde Park,Triathlon
28-Jul,09:30–13:00,W,Preliminaries (2 matches),,VO001,–,65,55,45,30,20,20,Earls Court,Volleyball
28-Jul,14:45–18:15,W,Preliminaries (2 matches),,VO002,–,65,55,45,30,20,6,Earls Court,Volleyball
28-Jul,20:00–23:30,W,Preliminaries (2 matches),,VO003,–,65,55,45,30,20,6,Earls Court,Volleyball
29-Jul,09:30–13:00,M,Preliminaries (2 matches),,VO004,–,65,55,45,30,20,20,Earls Court,Volleyball
29-Jul,14:45–18:15,M,Preliminaries (2 matches),,VO005,–,65,55,45,30,20,6,Earls Court,Volleyball
29-Jul,20:00–23:30,M,Preliminaries (2 matches),,VO006,–,65,55,45,30,20,6,Earls Court,Volleyball
30-Jul,09:30–13:00,W,Preliminaries (2 matches),,VO007,–,65,55,45,30,20,20,Earls Court,Volleyball
30-Jul,14:45–18:15,W,Preliminaries (2 matches),,VO008,–,65,55,45,30,20,6,Earls Court,Volleyball
30-Jul,20:00–23:30,W,Preliminaries (2 matches),,VO009,–,65,55,45,30,20,6,Earls Court,Volleyball
31-Jul,09:30–13:00,M,Preliminaries (2 matches),,VO010,–,65,55,45,30,20,20,Earls Court,Volleyball
31-Jul,14:45–18:15,M,Preliminaries (2 matches),,VO011,–,65,55,45,30,20,6,Earls Court,Volleyball
31-Jul,20:00–23:30,M,Preliminaries (2 matches),,VO012,–,65,55,45,30,20,6,Earls Court,Volleyball
01-Aug,09:30–13:00,W,Preliminaries (2 matches),,VO013,–,65,55,45,30,20,20,Earls Court,Volleyball
01-Aug,14:45–18:15,W,Preliminaries (2 matches),,VO014,–,65,55,45,30,20,6,Earls Court,Volleyball
01-Aug,20:00–23:30,W,Preliminaries (2 matches),,VO015,–,65,55,45,30,20,6,Earls Court,Volleyball
